地区,确诊,死亡,治愈
美国,124686,2190,2612
意大利,92472,10023,12384
西班牙,78797,6528,12285
德国,58247,433,8481
伊朗,38309,2640,12391
法国,38105,2317,5724
英国,19522,1228,151
瑞士,14336,264,1530
荷兰,10866,771,2500
比利时,10836,431,675
韩国,9583,152,5033
奥地利,8486,68,225
土耳其,7402,108,70
葡萄牙,5962,119,43
加拿大,5655,61,466
挪威,4213,23,7
澳大利亚,3966,16,244
巴西,3904,111,6
以色列,3865,13,89
瑞典,3700,102,16
捷克,2697,11,11
丹麦,2564,52,57
日本,2511,65,975
马来西亚,2470,27,320
爱尔兰,2415,36,5
智利,1909,6,43
卢森堡,1831,18,6
厄瓜多尔,1823,48,3
罗马尼亚,1760,37,139
波兰,1638,18,13
俄罗斯,1534,8,64
巴基斯坦,1500,12,25
菲律宾,1418,71,42
泰国,1388,7,97
沙特阿拉伯,1203,4,37
南非,1187,1,31
芬兰,1163,9,10
印度尼西亚,1155,102,59
希腊,1061,32,42
印度,979,25,80
冰岛,963,2,97
巴拿马,901,17,2
墨西哥,848,16,4
新加坡,802,3,198
阿根廷,745,19,72
斯洛文尼亚,730,9,10
多米尼加,719,20,3
秘鲁,671,16,14
爱沙尼亚,640,1,34
克罗地亚,635,4,45
哥伦比亚,608,6,10
卡塔尔,590,1,45
埃及,576,36,121
伊拉克,547,42,131
新西兰,514,1,56
巴林,499,4,272
阿联酋,468,2,55
塞尔维亚,457,4,0
阿尔及利亚,454,29,32
黎巴嫩,412,8,27
匈牙利,408,13,34
摩洛哥,402,25,12
立陶宛,382,7,1
亚美尼亚,372,1,28
乌克兰,356,9,5
保加利亚,313,4,9
安道尔,308,3,5
拉脱维亚,305,0,1
乌拉圭,304,1,6
哥斯达黎加,295,2,2
哈萨克斯坦,251,1,16
约旦,246,1,18
波黑,237,4,5
科威特,235,0,64
突尼斯,227,6,2
斯洛伐克,226,0,7
北马其顿,219,3,3
圣马力诺,208,21,4
布基纳法索,207,11,21
摩尔多瓦,199,1,2
阿尔巴尼亚,197,10,17
阿塞拜疆,182,4,15
塞浦路斯,179,5,4
越南,174,0,20
阿曼,152,0,23
塞内加尔,142,0,27
加纳,141,5,2
科特迪瓦,140,0,3
马耳他,134,0,2
乌兹别克斯坦,133,2,5
文莱,120,1,25
阿富汗,117,2,2
喀麦隆,113,2,2
委内瑞拉,113,1,15
斯里兰卡,113,1,7
巴勒斯坦,104,1,18
毛里求斯,102,2,0
柬埔寨,96,0,10
白俄罗斯,94,0,32
格鲁吉亚,85,0,14
古巴,81,2,4
尼日利亚,81,1,3
黑山,75,1,0
瓜德罗普,73,1,0
科索沃,71,1,0
洪都拉斯,68,1,0
刚果（金）,65,6,3
特立尼达和多巴哥,65,1,1
玻利维亚,61,0,0
卢旺达,60,0,0
列支敦士登,60,0,0
吉尔吉斯斯坦,58,0,0
马提尼克岛,57,1,0
巴拉圭,56,3,1
孟加拉国,48,5,11
摩纳哥,43,0,1
马达加斯加,43,0,0
肯尼亚,38,1,1
关岛,37,1,0
波多黎各,31,2,0
马约特岛,30,0,0
乌干达,30,0,0
法属留尼汪岛,28,0,0
赞比亚,28,0,0
牙买加,26,1,2
危地马拉,25,1,4
法属波利尼西亚,25,0,0
多哥共和国,24,1,1
巴巴多斯,24,0,0
法属圭亚那,23,1,0
刚果（布）,19,0,0
阿鲁巴,19,0,0
马里,18,1,0
泽西岛,18,0,0
美属维尔京群岛,17,0,0
埃塞俄比亚,16,0,0
坦桑尼亚,14,0,1
吉布提,14,0,0
马尔代夫,13,0,0
萨尔瓦多,13,0,0
蒙古,12,0,0
赤道几内亚,12,0,0
纳米比亚,11,0,0
多米尼克,11,0,0
尼日尔,10,1,0
巴哈马,9,0,0
斯威士兰,8,0,0
莫桑比克,8,0,0
苏里南,8,0,0
塞舌尔,8,0,0
海地,8,0,0
津巴布韦,7,1,0
加蓬,7,1,0
格林纳达,7,0,0
安提瓜和巴布达,7,0,0
老挝,6,0,0
贝宁,6,0,0
中非共和国,6,0,0
厄立特里亚,6,0,0
梵蒂冈,6,0,0
佛得角,5,1,0
圭亚那,5,1,0
苏丹,5,1,0
开曼群岛,5,1,0
叙利亚,5,0,0
毛里塔尼亚,5,0,0
斐济,5,0,0
缅甸,5,0,0
尼泊尔,5,0,1
安哥拉,5,0,0
尼加拉瓜,4,1,0
几内亚,4,0,0
冈比亚,3,1,0
圣巴泰勒米,3,0,0
法罗群岛,3,0,0
利比里亚,3,0,0
索马里,3,0,0
乍得,3,0,0
直布罗陀,3,0,0
荷属安的列斯,3,0,0
利比亚,3,0,0
圣卢西亚,3,0,0
不丹,3,0,0
伯利兹,2,0,0
圣马丁岛,2,0,0
圣基茨和尼维斯,2,0,0
几内亚比绍,2,0,0
波斯尼亚,1,0,0
蒙特塞拉特,1,0,0
萨尔多瓦,1,0,0
格陵兰,1,0,0
圣巴托洛谬岛,1,0,0
东帝汶,1,0,0
巴布亚新几内亚,1,0,0
圣文森特和格林纳丁斯,1,0,0
格恩西岛,1,0,0
