地区,确诊,死亡,治愈
意大利,31506,2503,2941
伊朗,16169,988,5389
西班牙,11178,491,1028
德国,9257,24,135
韩国,8413,84,1401
法国,7730,175,602
美国,6420,108,10
瑞士,2269,14,3
英国,1950,71,18
荷兰,1705,43,0
日本,1594,36,679
奥地利,1332,3,9
挪威,1331,3,0
比利时,1243,10,15
瑞典,1119,7,0
丹麦,977,4,0
马来西亚,673,2,49
澳大利亚,531,6,27
加拿大,465,5,4
葡萄牙,448,1,0
卡塔尔,439,0,4
希腊,387,5,14
捷克,344,0,3
以色列,337,0,11
芬兰,319,0,1
爱尔兰,292,2,0
巴西,290,1,0
新加坡,266,0,114
斯洛文尼亚,253,1,0
波兰,238,5,13
巴林,237,1,81
巴基斯坦,235,1,3
爱沙尼亚,225,0,0
冰岛,220,0,0
泰国,212,1,42
智利,201,0,0
埃及,196,6,26
菲律宾,193,14,7
印度尼西亚,172,5,8
罗马尼亚,158,0,6
伊拉克,154,11,41
印度,147,3,14
卢森堡,140,1,0
沙特阿拉伯,133,0,6
科威特,130,0,12
秘鲁,117,0,0
俄罗斯,114,0,8
阿联酋,113,0,26
厄瓜多尔,111,2,0
黎巴嫩,109,3,1
圣马力诺,98,7,2
土耳其,98,1,0
斯洛伐克,97,0,0
南非,85,0,1
墨西哥,82,0,1
哥伦比亚,75,0,0
亚美尼亚,72,0,1
塞尔维亚,72,0,0
巴拿马,69,1,0
越南,67,0,16
阿根廷,65,2,0
阿尔及利亚,60,4,12
克罗地亚,57,0,4
阿尔巴尼亚,55,1,0
文莱,54,0,0
保加利亚,51,2,0
匈牙利,50,1,2
摩洛哥,44,2,2
斯里兰卡,43,0,1
约旦,41,0,1
巴勒斯坦,41,0,0
哥斯达黎加,41,0,0
拉脱维亚,34,0,0
阿曼,33,0,9
格鲁吉亚,33,0,1
委内瑞拉,33,0,0
塞浦路斯,32,0,0
北马其顿,31,0,0
塞内加尔,31,0,2
摩尔多瓦,30,0,0
白俄罗斯,27,0,3
哈萨克斯坦,27,0,0
柬埔寨,24,0,1
波黑,24,0,0
阿塞拜疆,23,1,6
阿富汗,22,0,0
立陶宛,22,0,0
多米尼加,21,1,0
新西兰,20,0,0
突尼斯,20,0,0
马耳他,18,0,0
安道尔,15,0,0
布基纳法索,15,0,0
马尔代夫,13,0,0
玻利维亚,11,0,0
摩纳哥,9,0,0
巴拉圭,9,0,0
孟加拉国,8,0,2
乌克兰,7,2,0
牙买加,7,0,0
法属圭亚那,6,1,0
马提尼克岛,6,0,0
蒙古,6,0,0
洪都拉斯,6,0,0
科特迪瓦,6,0,1
加纳,6,0,0
乌拉圭,6,0,0
乌兹别克斯坦,6,0,0
卢旺达,5,0,0
法属留尼汪岛,5,0,0
喀麦隆,4,0,0
列支敦士登,4,0,0
古巴,4,0,0
埃塞俄比亚,4,0,0
塞舌尔,4,0,0
尼日利亚,3,0,0
法罗群岛,3,0,0
肯尼亚,3,0,0
危地马拉,3,1,0
波多黎各,3,0,0
刚果（金）,3,0,0
吉尔吉斯斯坦,3,0,0
圣马丁岛,2,0,0
纳米比亚,2,0,0
黑山,2,0,0
尼泊尔,1,0,1
波斯尼亚,1,0,0
不丹,1,0,0
梵蒂冈,1,0,0
直布罗陀,1,0,0
圣巴托洛谬岛,1,0,0
多哥共和国,1,0,0
圭亚那,1,0,0
加蓬,1,0,0
苏丹,1,1,0
斯威士兰,1,0,0
几内亚,1,0,0
毛里塔尼亚,1,0,0
赤道几内亚,1,0,0
特立尼达和多巴哥,1,0,0
安提瓜和巴布达,1,0,0
苏里南,1,0,0
刚果（布）,1,0,0
中非共和国,1,0,0
巴哈马,1,0,0
坦桑尼亚,1,0,0
贝宁,1,0,0
索马里,1,0,0
利比里亚,1,0,0
冈比亚,1,0,0
